block,timestamp,pool,eth_amount,usdc_amount,price,direction,tx_hash,block_price_min,block_price_max,block_price_mean,block_price_std,block_price_range,block_relative_range,block_slippage,prev_price,local_slippage
19000774,1705182755,v3_0.05%,42.1804440423427,108471.053543,2571.59581900351,sell,737eccd3312664f4d997ad2833231d254c6f18f027593cbc1ad9d40d7cfa2a28,2571.59581900351,2571.59581900351,2571.59581900351,,0.0,0.0,0.0,,
19000777,1705182791,v3_0.05%,0.5248448281306012,1348.599813,2569.521010244989,buy,99b0328c42895f76b57b3c03cc0cbe2b263484fd1f24fc342b4fd6a6b71abc19,2569.521010244989,2572.9164320439904,2571.061141099033,1.4070961541142077,3.3954217990012694,0.001320630515052572,-0.000599025371051926,,
19000777,1705182791,v3_0.05%,69.55204741797085,178951.605684,2572.9164320439904,sell,b11406e1d9ef1714195be710fa73ab47e21d983bc2fab7f035f9c02e71258b73,2569.521010244989,2572.9164320439904,2571.061141099033,1.4070961541142077,3.3954217990012694,0.001320630515052572,0.0007216051440006458,2569.521010244989,0.0013214220804046025
19000777,1705182791,v3_0.05%,6.328400860361669,16270.941845,2571.0984819109754,buy,23f93f89939bf70d01670369f42edc7d943fcc540ceb06b70123b9cf5eeead6b,2569.521010244989,2572.9164320439904,2571.061141099033,1.4070961541142077,3.3954217990012694,0.001320630515052572,1.4523502123405947e-05,2572.9164320439904,-0.0007065717760490372
19000777,1705182791,v3_0.05%,26.358397529962428,67759.760272,2570.708640196178,buy,4a3372732b08c6608d73343f3c7e25fb81a7c8e8829cf3a4bec490e0e5f148ea,2569.521010244989,2572.9164320439904,2571.061141099033,1.4070961541142077,3.3954217990012694,0.001320630515052572,-0.00013710327507212569,2571.0984819109754,-0.00015162457507569355
19000778,1705182803,v2,0.8433857935623849,2174.370397,2578.1444430260763,sell,e233347db9a1c3a881bbfce6cf3aa63fdb859d59947c76544420f4242ed3f146,2578.1444430260763,2578.1444430260763,2578.1444430260763,,0.0,0.0,0.0,,
19000780,1705182827,v3_0.05%,25.646330765601522,65913.341545,2570.088569293785,buy,2f8fe82291875bd2b9c3426160a480e980fd92236115b04e515588a2017128a6,2570.088569293785,2570.088569293785,2570.088569293785,,0.0,0.0,0.0,,
19000781,1705182839,v3_0.05%,2.0,5139.518029,2569.7590145,buy,260cb50b2f25e359aa6923c46b281fc025695bd985a2cb4d2c3a308d5f67bedb,2569.7590145,2569.7590145,2569.7590145,,0.0,0.0,0.0,,
19000782,1705182851,v2,0.00781563874527222,20.03,2562.810366857911,buy,95ac160d7b2801ec595b3bd86594fdb10a8ba7395cca3cc9751ae75932702cf2,2562.807116244183,2562.810366857911,2562.808741551047,0.0022985310103477985,0.003250613728141616,1.2683793665282645e-06,6.341896831754117e-07,,
19000782,1705182851,v2,0.016291626371472065,41.752296,2562.807116244183,buy,dbe42314fa4aa988e6e116bf4dd4455a20b8c2637b85c95e5c9e55290c3d62c8,2562.807116244183,2562.810366857911,2562.808741551047,0.0022985310103477985,0.003250613728141616,1.2683793665282645e-06,-6.341896833528527e-07,2562.810366857911,-1.268378562135666e-06
19000784,1705182875,v2,0.3532369878371552,910.750436,2578.298613563828,sell,c6bca685e7b342e482871735d9f2bcb755fbc96d30b0d91a3814971d62873251,2569.313552259225,2578.298613563828,2573.8060829115266,6.353397777861503,8.985061304602823,0.0034909628057288576,0.0017454814028644288,,
