bin,liquidity_usd,opt_capital_kept,user_demand_usd,OK_user_demand_usd_inflation,opt_user_kept,uni_user_kept,opt_price,uni_price,check_price,opt_fee,uni_fee,opt_lp_surplus,opt_protocol_objective,opt_total_income,uni_total_income,opt_il_usd,uni_il_usd,opt_net_income,uni_net_income,opt_lp_return_bin,uni_lp_return_bin,uni_lp_return_bin_check,opt_log_cum_return_bin,uni_log_cum_return_bin,opt_lp_return_year,uni_lp_return_year,opt_solve_time_ms,opt_total_sweep_time_ms,check_opt_return
100,100000000,100000000.0,190258,190083.81174024477,189784.0690195763,186004.80819441003,1889.4845318755656,1887.2811773689416,1889.4845318755656,0.003,0.003,189957.98260226983,379915.96520453965,569.8739478068095,558.1650091665808,0.0,-3.784873530268669,569.8739478068095,554.3801356363122,5.698739478068095e-06,5.700727334483171e-06,5.700727334526255e-06,0.0005752087557952846,0.0003678443761120846,0.2995257469672591,0.29963022870043543,947.2549939819146,971.289830020396,0.2995257469710946
101,100000000,100000000.0,190258,189683.14335585976,189157.0817185607,165348.25353400406,1895.2108326840203,1889.0734774332393,1895.2108326840203,0.003,0.003,189730.3440771998,379460.68814943254,569.1910322166983,495.064063332276,1.4901161193847656e-08,-85.02193735539913,569.1910322315995,410.0421259768769,5.691910322315995e-06,4.21008277467819e-06,4.210082774608867e-06,0.0005809006499188274,0.00037205445002433596,0.2991668065409287,0.22128195063708564,937.6306149933953,962.3814439983107,0.29916680653270483
102,100000000,100000000.0,190258,189942.721047942,189475.18548482933,159963.74809770798,1898.3566235938322,1891.5200564944605,1898.3566235938322,0.003,0.003,189789.68839176395,379579.3767835279,569.3690651752919,478.74813485955895,0.0,-133.20033845305443,569.3690651752919,345.5477964065045,5.6936906517529186e-06,3.544929381901947e-06,3.5449293819716856e-06,0.0005865943243616746,0.0003755993731229044,0.2992603806561334,0.18632148831276632,943.3024140016641,967.5035380059853,0.2992603806588292
103,100000000,100000000.0,190258,189940.5498078998,189566.22335429877,153759.14866326255,1901.529372516819,1893.9190467921576,1901.529372516819,0.003,0.003,189883.0479345363,379766.0958641055,569.6491437887078,459.99443936258757,1.4901161193847656e-08,-142.5037708133459,569.6491438036089,317.49066854924166,5.69649143803609e-06,3.254359019642497e-06,3.254359019651641e-06,0.0005922907995748408,0.0003788537268470895,0.29940758998317685,0.17104911007240964,950.4562090151012,974.8315640026703,0.29940758998135325
104,100000000,100000000.0,190258,189157.46744302337,188826.85308604158,117686.10717303304,1912.592615278474,1899.4659651911284,1912.592615278474,0.003,0.003,189925.46209853358,379850.92420203425,569.776386310502,351.01334499944187,-1.4901161193847656e-08,-595.8161369264126,569.7763862956008,-244.8027919269707,5.697763862956008e-06,-2.501988903751067e-06,-2.5019889037133928e-06,0.00059798854720559,0.00037635173481338524,0.2994744686369678,-0.1315045367811561,950.3824069979601,974.4035160110798,0.29947446863443855
105,100000000,100000000.0,190258,190206.03384426984,189815.45811366415,139444.79130217255,1913.1151543572046,1903.6844195015963,1913.1151543572046,0.003,0.003,189867.31756027037,379734.63512054074,569.6019526808111,416.75597529229594,0.0,-327.1628518998623,569.6019526808111,89.59312339243365,5.696019526808111e-06,9.155567093966043e-07,9.155567093847193e-07,0.0006036845505100455,0.000377267291103599,0.2993827863290343,0.04812166064588552,947.9780929978006,972.5694399967324,0.2993827863244057
106,100000000,100000000.0,190258,189885.0698197785,189488.661477681,138380.1302140918,1916.872471243551,1907.4091922641394,1916.872471243551,0.003,0.003,189860.8131204714,379721.6262409428,569.5824393614142,413.53822407627104,0.0,-282.45836605131626,569.5824393614142,131.07985802495477,5.6958243936141425e-06,1.3381932074667804e-06,1.3381932074156662e-06,0.0006093803586825915,0.00037860548341557565,0.29937253012835935,0.07033543498445398,953.8458829920273,978.3854160050396,0.2993725301291943
107,100000000,100000000.0,190258,191293.96330858182,190821.16088000464,188689.71784430984,1906.4915396496174,1907.3348533241178,1906.4915396496174,0.003,0.003,189787.75806475946,379575.5161245519,569.3632741793772,567.1764173795633,1.4901161193847656e-08,-0.5700764656066895,569.3632741942783,566.6063409139566,5.693632741942783e-06,5.8002163627393605e-06,5.80021636274968e-06,0.0006150739752158694,0.00038440568295714704,0.2992573369165127,0.3048593720255808,941.9319859880488,966.3508480007295,0.29925733691260814
108,100000000,100000000.0,190258,190165.4257190709,189909.5282285523,189399.41593848195,1907.4196372925676,1907.0044723986557,1907.4196372925676,0.003,0.003,190001.97793622586,380003.9558724517,570.0059338086776,568.9584981717176,0.0,0.5917498618364334,570.0059338086776,569.550248033554,5.7000593380867755e-06,5.828900165664907e-06,5.828900165596275e-06,0.0006207740183086802,0.00039023456613482423,0.2995951188098409,0.3063669927073475,947.016459016595,971.3547069986816,0.2995951188164234
109,100000000,100000000.0,190258,190374.40656696117,189777.53754721137,189181.6709209902,1906.2533241534456,1906.5503479994984,1906.2533241534456,0.003,0.003,189661.49594250938,379322.99188501877,568.9844878275281,568.5099804796707,0.0,-1.6680549085140228,568.9844878275281,566.8419255711567,5.689844878275281e-06,5.802923119048122e-06,5.802923119101074e-06,0.0006264638469999391,0.0003960374724170669,0.29905824680214876,0.3050016391371693,958.309203007957,982.6730110216886,0.2990582468042851
110,100000000,100000000.0,190258,190157.5559418364,189877.82522182394,189491.3991196063,1907.260235600206,1906.6930381251263,1907.260235600206,0.003,0.003,189978.12152204767,379956.24304409535,569.934364566143,569.152519632834,0.0,-0.5201896727085114,569.934364566143,568.6323299601255,5.69934364566143e-06,5.8196813199014235e-06,5.8196813198561005e-06,0.0006321631744044349,0.0004018571368027502,0.29955750201596476,0.3058824501740188,940.6986230169423,965.1719699904788,0.29955750201129916
111,100000000,100000000.0,190258,190830.65550908056,190500.35064366896,176285.1378694111,1901.5368203645717,1905.6532186038144,1901.5368203645717,0.003,0.003,189928.68633225706,379857.3726645141,569.7860589967712,530.8839916230777,0.0,-33.04748044908047,569.7860589967712,497.8365111739972,5.697860589967712e-06,5.1027475967615975e-06,5.1027475968211245e-06,0.0006378610187617039,0.0004069598713804638,0.2994795526087029,0.26820041368578956,943.4488889819477,967.8424160229042,0.29947955260627274
112,100000000,100000000.0,190258,189879.31814381274,189484.55943363238,189306.6963499296,1905.3291106454894,1905.6426396023026,1905.3291106454894,0.003,0.003,189862.45400605584,379724.9080170787,569.5873620330686,568.8691057744131,-1.4901161193847656e-08,-0.0709114819765091,569.5873620181675,568.7981942924366,5.6958736201816746e-06,5.824262705744293e-06,5.824262705711227e-06,0.0006435568761603703,0.0004127841171251898,0.2993751174767488,0.30612324781392003,1005.9888920222875,1031.708759983303,0.29937511747834683
113,100000000,100000000.0,190258,189764.06616651063,189442.16507780802,179950.15901159844,1910.2884611204854,1906.6471241166269,1910.2884611204854,0.003,0.003,189935.26104013476,379870.5220802695,569.8057831204043,539.5380786298571,0.0,-27.384085044264793,569.8057831204043,512.1539935855923,5.698057831204042e-06,5.237402916463603e-06,5.237402916525717e-06,0.0006492549177576276,0.00041802150632651227,0.29948991960808446,0.275277897289327,975.2828430209775,999.0258819889277,0.2994899196093321
114,100000000,100000000.0,190258,190445.89006374552,189974.9896156307,188367.15372320448,1908.403809156549,1906.806733212925,1908.403809156549,0.003,0.003,189787.56412777724,379575.1282605215,569.3626923982329,565.444901731388,-1.4901161193847656e-08,-1.5407137721776962,569.3626923833317,563.9041879592103,5.693626923833317e-06,5.769430658212056e-06,5.7694306582448216e-06,0.0006549485284729259,0.0004237909203415203,0.2992570311166791,0.3032412753956256,961.2826730008237,985.704971011728,0.2992570311258674
115,100000000,100000000.0,190258,189611.4671120534,189006.80722853355,164787.90295922122,1914.9110412606767,1908.9918538832737,1914.9110412606767,0.003,0.003,189651.27836089823,379302.55672179646,568.9538350826947,493.4354806389852,0.0,-101.94278039038181,568.9538350826947,391.4927002486034,5.689538350826947e-06,3.998606782647549e-06,3.998606782651157e-06,0.0006606380506384588,0.0004277895191296872,0.2990421357194643,0.21016677249595514,942.8086230182089,967.8659720229916,0.2990421357206941
116,100000000,100000000.0,190258,189730.26908632464,189450.0588664567,149960.8488112987,1920.2373276686285,1912.1518133955944,1920.2373276686285,0.003,0.003,189977.01038106167,379954.02076212334,569.931031143185,448.51124344395373,0.0,-203.4693006426096,569.931031143185,245.04194280134413,5.69931031143185e-06,2.499304755335181e-06,2.4993047553729972e-06,0.0006663373447089203,0.000430288820761807,0.29955574996885803,0.13136345794041712,966.7038580228109,990.6822099874262,0.29955574997380974
117,100000000,100000000.0,190258,190661.42273217076,189995.9751074662,183750.37322181198,1916.1742750697158,1912.9335501869168,1916.1742750697158,0.003,0.003,189593.96040370007,379187.92080740014,568.7818812111002,551.1109021577242,0.0,-18.479113832116127,568.7818812111002,532.6317883256081,5.687818812111002e-06,5.438328823472212e-06,5.4383288234995946e-06,0.0006720251473455014,0.00043572713479764316,0.29895175676455427,0.28583856296169946,933.854094997514,960.8717880037148,0.29895175676565167
118,100000000,100000000.0,190258,188771.88869432377,188417.11814134638,119443.82706197014,1931.259403864704,1918.2420060608983,1931.259403864704,0.003,0.003,189900.4365071768,379800.8730143536,569.7013095215304,356.30327071318305,0.0,-553.6579363197088,569.7013095215304,-197.35466560652577,5.697013095215304e-06,-2.0071315361795183e-06,-2.0071315361865174e-06,0.0006777221442128578,0.00043372000124715506,0.29943500828451636,-0.10549483354159549,949.5643819973338,974.3324799928814,0.2994350082821488
119,100000000,100000000.0,190258,190779.69870979525,190265.08876756253,167398.87835293586,1925.9782573586033,1920.2859397719944,1925.9782573586033,0.003,0.003,189744.79729000805,379489.5945800161,569.2343918700242,501.31423413425927,0.0,-90.42260177433491,569.2343918700242,410.89163235992436,5.692343918700242e-06,4.184589153247096e-06,4.184589153280458e-06,0.0006834144719302025,0.00043790458164497516,0.29918959636688475,0.2199420058946674,946.2507139833178,970.4634539957624,0.299189596365881
120,100000000,100000000.0,190258,190522.3776614514,190053.40525084225,186087.492474337,1923.3056808668719,1920.6709437207558,1923.3056808668719,0.003,0.003,189789.67835719418,379579.35671438836,569.3690350715825,558.3227388460805,0.0,-6.834164649248123,569.3690350715825,551.4885741968324,5.693690350715825e-06,5.62033372623642e-06,5.620333726186438e-06,0.000689108146071959,0.00044352489957715603,0.2992603648336238,0.29540474065098626,945.9724120097235,969.7989349951968,0.2992603648380876
121,100000000,100000000.0,190258,189661.44095402575,189071.81870157726,162792.09519349012,1929.3552257628896,1922.6623002241377,1929.3552257628896,0.003,0.003,189666.523156093,379333.046312186,568.999569468279,487.3261768121547,0.0,-100.71933211386204,568.999569468279,386.60684469829266,5.68999569468279e-06,3.933777023124185e-06,3.933777023074628e-06,0.0006947981255786082,0.00044745866886311054,0.29906617371252747,0.20675932033540717,946.6351759911049,970.9495010029059,0.29906617371640204
122,100000000,100000000.0,190258,190731.4524456087,190391.86103478973,188534.98844637114,1924.5659897015437,1922.9392811736561,1924.5659897015437,0.003,0.003,189919.25155651494,379838.5031130299,569.7577546695449,565.9765310353594,0.0,-2.9966507852077484,569.7577546695449,562.9798802501516,5.697577546695449e-06,5.735505008246317e-06,5.735505008178958e-06,0.0007004956868941233,0.0004531941574234287,0.2994646758543128,0.30145814323342646,945.2940670016687,969.8463759850711,0.2994646758538127
123,100000000,100000000.0,190258,190414.00923486947,190188.08017419203,189794.6809708057,1922.9891620893545,1922.8989429632077,1922.9891620893545,0.003,0.003,190032.25604660553,380064.51209321106,570.0967681398166,570.2382850134838,0.0,0.018141016364097595,570.0967681398166,570.256426029848,5.700967681398167e-06,5.811985336320183e-06,5.811985336386531e-06,0.0007061966383251566,0.0004590061258702421,0.29964286133428764,0.30547794927698885,940.9068310051225,964.9477599887177,0.2996428613348007
124,100000000,100000000.0,190258,188781.4828085097,188484.88969868585,134950.7910552547,1938.0294431308723,1927.334140337773,1938.0294431308723,0.003,0.003,189959.08714557503,379918.17429115006,569.8772614367251,403.07189600637093,0.0,-377.9879862219095,569.8772614367251,25.08390978446141,5.698772614367251e-06,2.5465483494097063e-07,2.5465483489351614e-07,0.0007118953947016845,0.00045926078067281444,0.29952748861114276,0.013384658124497415,952.9538659844548,976.8225740117487,0.2995274886076212
125,100000000,100000000.0,190258,188714.70812629917,188232.07591340193,102013.28423654473,1953.8784732370743,1933.9755282288188,1953.8784732370743,0.003,0.003,189771.42086436664,379542.84172873327,569.3142625930999,303.25400736443873,0.0,-1015.3425542116165,569.3142625930999,-712.0885468471778,5.693142625930999e-06,-7.199685118386722e-06,-7.199685118337774e-06,0.0007175885211218049,0.0004520610696365374,0.29923157641893333,-0.3784154498224061,937.746274023084,962.3129940009676,0.29923157641407255
126,100000000,100000000.0,190258,190457.96645314837,190047.20845781942,121329.45883695388,1951.827048686806,1939.1781238344608,1951.827048686806,0.003,0.003,189847.67326948477,379695.34653896955,569.5430198084543,362.01653251675066,0.0,-519.4227882027626,569.5430198084543,-157.40625568601195,5.695430198084543e-06,-1.5923327699034711e-06,-1.5923327699665107e-06,0.000723283935101031,0.0004504687355989123,0.2993518112113236,-0.08369301038612643,939.0970600070432,963.155748002464,0.2993518112076044
127,100000000,100000000.0,190258,191290.82799251197,190711.6195170203,187704.29761437175,1941.288636398138,1939.0912641098694,1941.288636398138,0.003,0.003,189681.91881389858,379363.83763276425,569.0457564565969,563.3182848761458,-1.4901161193847656e-08,1.54337278008461,569.0457564416957,564.8616576562304,5.690457564416958e-06,5.72970777645378e-06,5.729707776383264e-06,0.0007289743764749277,0.0004561984269606578,0.2990904495857553,0.30115344073041067,954.7356420080177,977.8991929779295,0.2990904495871425
128,100000000,100000000.0,190258,190891.6325832169,190287.79706855817,180928.89645096514,1934.8448561401722,1938.2783461977087,1934.8448561401722,0.003,0.003,189656.16881550394,379312.3376310079,568.9685064465118,544.6517673375959,0.0,-21.00380712747574,568.9685064465118,523.6479602101201,5.6896850644651184e-06,5.3204589377667695e-06,5.32045893782455e-06,0.000734664045353156,0.0004615188717449294,0.2990498469882866,0.2796433217690214,937.3867799877189,962.5013909826521,0.2990498469851374
129,100000000,100000000.0,190258,190345.0044073216,190043.62706767346,181486.66997780735,1933.960461876756,1937.655611499535,1933.960461876756,0.003,0.003,189956.76042126838,379913.5208375697,569.870281248904,546.3719597319292,1.4901161193847656e-08,-16.92388467490673,569.8702812638052,529.4480750570225,5.698702812638052e-06,5.380590262521395e-06,5.380590262511777e-06,0.0007403627319281397,0.0004668994475320548,0.299523819832256,0.2828038241981245,940.2201870107092,964.6019889914896,0.29952381983245613
130,100000000,100000000.0,190258,190727.09775333124,190189.58490784405,161566.20425446294,1929.2038409330912,1935.455094701179,1929.2038409330912,0.003,0.003,189721.80917991544,379443.61835983087,569.1654275397464,487.1265826054513,0.0,-107.09474644064903,569.1654275397464,380.03183616480226,5.691654275397464e-06,3.866856788101749e-06,3.866856788123886e-06,0.0007460543700061785,0.0004707662968438873,0.2991533487148907,0.20324199278262792,939.6034340024926,963.9391340024304,0.29915334871280197
131,100000000,100000000.0,190258,189810.4263591406,189548.44266070236,187730.18726847786,1933.7529102524582,1935.3926663678885,1933.7529102524582,0.003,0.003,189995.39853812905,379990.79708122514,569.9861956292883,564.5482301920775,-1.4901161193847656e-08,-0.9429334700107574,569.9861956143872,563.6052967220668,5.699861956143872e-06,5.727968084025635e-06,5.7279680839649336e-06,0.0007517542157182258,0.00047649424852320906,0.2995847444149219,0.3010620024963874,937.3469940037467,961.8322360038292,0.2995847444199085
132,100000000,100000000.0,190258,189273.23761893652,188989.1651860751,166539.8009452355,1943.813958207492,1937.4330698933265,1943.813958207492,0.003,0.003,189972.44957770433,379944.8991554087,569.917348733113,498.6613443340932,0.0,-98.22672747075558,569.917348733113,400.4346168633376,5.69917348733113e-06,4.059072495311765e-06,4.0590724953157185e-06,0.0007574533729653596,0.0004805533127804293,0.2995485584941242,0.21334485035358638,953.2721329887863,977.1343549946323,0.2995485584990501
133,100000000,100000000.0,190258,191719.8244914482,191176.6944687676,164260.85022423818,1928.9927739170105,1935.1959832853954,1928.9927739170105,0.003,0.003,189719.01123774247,379438.0224705179,569.1570336983262,495.25300113433286,1.4901161193847656e-08,-108.46019028127193,569.1570337132274,386.7928108530609,5.691570337132274e-06,3.935803649188985e-06,3.93580364923208e-06,0.0007631449271054643,0.00048448910868438766,0.2991489369196723,0.20686583980137307,938.0783219821751,962.6470110088121,0.2991489369110227
134,100000000,100000000.0,190258,190582.08162255865,190218.56616949683,158739.61104573368,1925.7125541673224,1932.58246121357,1925.7125541673224,0.003,0.003,189895.10269388158,379790.2053927302,569.6853080965459,478.7814006752241,-1.4901161193847656e-08,-141.55559650063515,569.6853080816447,337.225804174589,5.696853080816447e-06,3.434337241628591e-06,3.4343372416827486e-06,0.0007688417639592862,0.0004879234400287684,0.2994265979277125,0.18050876541999875,944.5497940178029,968.3598260162398,0.2994265979288936
135,100000000,100000000.0,190258,189866.69537563843,189386.1326162274,185565.78038759864,1929.6813398785077,1932.473245009859,1929.6813398785077,0.003,0.003,189776.4468276591,379552.8936553182,569.3293404829773,558.3606428213943,0.0,-2.4637177884578705,569.3293404829773,555.8969250329365,5.6932934048297725e-06,5.65546629830207e-06,5.655466298293956e-06,0.000774535041157493,0.0004935788903350613,0.2992395013578529,0.2972513086387568,935.5454090109561,960.0717249850277,0.29923950136034494
136,100000000,100000000.0,190258,191227.5868490762,190891.07673112382,144635.9019337557,1919.8972199150496,1928.6300578323453,1919.8972199150496,0.003,0.003,189923.19609421334,379846.3921933938,569.7695882975412,436.69500634415806,-1.4901161193847656e-08,-271.19201469421387,569.76958828264,165.5029916499442,5.697695882826401e-06,1.6880260616713695e-06,1.688026061636529e-06,0.0007802327208085635,0.0004952669149719439,0.2994708956013556,0.08872264980144719,953.6345330125187,977.6411589991767,0.29947089560608864
137,100000000,100000000.0,190258,190094.1794236792,189900.9622925843,169940.3785717845,1921.5517612060912,1927.1535175719878,1921.5517612060912,0.003,0.003,190064.61635701152,380129.2327140231,570.1938490710346,512.1731176594825,0.0,-62.6983510106802,570.1938490710346,449.4747666488023,5.7019384907103465e-06,4.582381169918765e-06,4.58238116984794e-06,0.0007859346430432727,0.000499849285642716,0.2996938870717358,0.24084995429093026,949.4145499775186,973.9030420023482,0.29969388706433775
138,100000000,100000000.0,190258,189371.47947774603,189035.04032423405,183734.2538912932,1930.54728194438,1927.5071855826989,1930.54728194438,0.003,0.003,189919.98584578096,379839.9716915619,569.7599575373429,551.1307252935112,0.0,-7.061807334423065,569.7599575373429,544.0689179590881,5.697599575373429e-06,5.533806081471056e-06,5.533806081479603e-06,0.0007916322263874854,0.0005053830764126379,0.29946583368162744,0.2908568476421187,946.8215010128915,971.6346509812865,0.2994658336814761
139,100000000,100000000.0,190258,189178.72298356149,188806.9522859785,138182.7289591035,1941.5611807470032,1931.5083652411254,1941.5611807470032,0.003,0.003,189884.10832124847,379768.21664746397,569.6523249786466,412.87859267720694,-1.4901161193847656e-08,-317.0834966599941,569.6523249637454,95.79509601721281,5.696523249637454e-06,9.71567201028213e-07,9.715672009547524e-07,0.0007973287334119127,0.0005063546431418025,0.2994092620009446,0.05106557208604288,948.1324990047142,972.2766079939902,0.2994092620066166
140,100000000,100000000.0,190258,189041.74656227586,188698.3841322757,111442.30656116175,1954.0527626519415,1937.7243504092116,1954.0527626519415,0.003,0.003,189912.42845088476,379824.8569017695,569.7372853526543,331.88217472852966,0.0,-792.7196827530861,569.7372853526543,-460.8375080245564,5.697372853526543e-06,-4.658847720493637e-06,-4.65884772047573e-06,0.0008030260900354427,0.0005016957845688421,0.2994539171813551,-0.24486903618914554,958.1009590183385,982.5335619971156,0.29945391718558073
141,100000000,100000000.0,190258,190346.4406284705,189572.23314725808,132357.64141071806,1953.1448515093805,1942.3924541256185,1953.1448515093805,0.003,0.003,189484.15223865406,378968.3044773081,568.4524567159622,395.308348526678,0.0,-398.650944635272,568.4524567159622,-3.342596108594023,5.684524567159622e-06,-3.380009730520148e-08,-3.3800097356648655e-08,0.0008087105984456564,0.0005016619844709942,0.29877861124990973,-0.0017765331143613898,941.4021850097924,965.2777230076026,0.2987786112482071
142,100000000,100000000.0,190258,189736.02789961826,189041.1196172561,131362.94216489003,1958.51803830884,1947.1040283298541,1958.51803830884,0.003,0.003,189561.1799945996,379122.3599891992,568.6835399837988,392.22032604635524,0.0,-421.86910600960255,568.6835399837988,-29.648779963247307,5.686835399837988e-06,-2.9939343380017174e-07,-2.993934337520977e-07,0.00081439741767559,0.0005013625909923536,0.2989000686154847,-0.01573611888053703,943.7725270108785,967.719860986108,0.29890006861696244
143,100000000,100000000.0,190258,189628.77265499558,189222.32691149323,123789.83525132839,1965.0168047572758,1952.476113717212,1965.0168047572758,0.003,0.003,189850.20558576327,379700.41117152653,569.5506167572898,369.4034978121872,0.0,-530.1535728722811,569.5506167572898,-160.75007506009388,5.695506167572898e-06,-1.6205585042036456e-06,-1.620558504173957e-06,0.0008200929076238364,0.00049974203117508,0.2993558041676315,-0.0851765549809436,953.6481510149315,977.4349189829081,0.2993558041669965
144,100000000,100000000.0,190258,190059.65947414952,189563.6496367127,136853.18850400863,1967.067437003166,1957.0441011965465,1967.067437003166,0.003,0.003,189761.47254166324,379522.9450833265,569.2844176249897,408.9107340761308,0.0,-362.68220737576485,569.2844176249897,46.22852670036593,5.692844176249897e-06,4.657973485967698e-07,4.657973485584492e-07,0.0008257857355959465,0.0005002078284152885,0.2992158899036946,0.02448230864224622,944.0592239843681,967.7894979831763,0.29921588990592957
145,100000000,100000000.0,190258,190006.15510268408,189724.37502670626,142556.58541589667,1969.6746993648396,1960.4358485708008,1969.6746993648396,0.003,0.003,189975.84643678297,379951.69287356595,569.927539310349,426.16882010878663,0.0,-238.18387067317963,569.927539310349,187.984949435607,5.6992753931034894e-06,1.8928725726253523e-06,1.8928725726672103e-06,0.0008314849947483166,0.0005021006991964916,0.2995539146615194,0.09948938241718852,948.63163298578,973.3924670144916,0.29955391466596126
146,100000000,100000000.0,190258,190875.9290168622,190544.63673949926,185700.88199503333,1963.298205708537,1960.6328813941268,1963.298205708537,0.003,0.003,189927.78022618583,379855.5604523716,569.7833406785575,557.1641034306036,0.0,-3.1160737723112106,569.7833406785575,554.0480296582924,5.697833406785575e-06,5.587918895291312e-06,5.5879188953204215e-06,0.0008371828119225957,0.0005076886024795088,0.2994781238606498,0.29370101713651137,939.7350269719027,964.4934580137488,0.2994781238679886
147,100000000,100000000.0,190258,190327.27570318163,189969.01634385638,187689.34338456736,1962.5836004936343,1961.05100510434,1962.5836004936343,0.003,0.003,189899.87103566717,379799.74207630137,569.6996131219026,563.4738331408591,-1.4901161193847656e-08,-4.459992498159409,569.6996131070015,559.0138406426997,5.696996131070015e-06,5.638997626273427e-06,5.638997626302195e-06,0.0008428797918258408,0.0005133275842065998,0.29943411664904,0.2963857152369313,943.4120719961356,967.4871989991516,0.29943411665021186
148,100000000,100000000.0,190258,190011.0906033064,189510.97625928215,182003.11487594788,1965.133874434066,1961.4320134108943,1965.133874434066,0.003,0.003,189757.2357887139,379514.4715724608,569.2717073512406,545.7922183386706,1.4901161193847656e-08,-9.022606447339058,569.2717073661418,536.7696118913316,5.692717073661418e-06,5.411063535071631e-06,5.411063535109463e-06,0.0008485724926961238,0.0005187386331018697,0.29920920939164414,0.28440549940336496,948.9388479851186,973.2783660001587,0.299209209386301
149,100000000,100000000.0,190258,190434.9784387124,190018.35664632582,188359.92280197944,1963.3076010896968,1962.0771096531098,1963.3076010896968,0.003,0.003,189841.76539002583,379683.5307800516,569.5252961700775,565.5148555398326,0.0,-6.225305214524269,569.5252961700775,559.2895503253084,5.695252961700774e-06,5.640675390566594e-06,5.640675390506138e-06,0.0008542677294399116,0.0005243792925838703,0.29934249566699267,0.2964738985281802,949.1773369954899,973.0571449908894,0.299342495665133
150,100000000,100000000.0,190258,190643.82366398998,190147.32057423645,185545.9558449038,1959.3342726197072,1962.0022576529914,1959.3342726197072,0.003,0.003,189762.50172979734,379525.0034595947,569.287505189392,558.22895853862,0.0,-1.6831244379281998,569.287505189392,556.5458341006918,5.692875051893921e-06,5.618659457254073e-06,5.618659457189403e-06,0.0008599605882873703,0.000529997936256514,0.2992175127275445,0.2953167410732741,941.1915130040143,965.8172400086187,0.2992175127224207
151,100000000,100000000.0,190258,189227.16337511814,188483.0847011881,163762.91643384466,1970.007970267432,1963.9426166220146,1970.007970267432,0.003,0.003,189509.86787235222,379019.73574470443,568.5296036170566,490.3625593655631,0.0,-86.92972712218761,568.5296036170566,403.43283224337546,5.685296036170566e-06,4.06181416386612e-06,4.061814163842791e-06,0.0008656458681623091,0.0005340597421712717,0.298819159661125,0.21348895245280322,940.9071760019287,964.8942669737153,0.2988191596602559
152,100000000,100000000.0,190258,191044.71478328801,190834.6749321068,188176.32854377647,1961.8955532599127,1963.5307609791155,1961.8955532599127,0.003,0.003,190048.82507987574,380097.6501647185,570.1464752545284,565.8691946829147,-1.4901161193847656e-08,-5.132652938365936,570.1464752396272,560.7365417445487,5.701464752396272e-06,5.6572114633935235e-06,5.657211463428816e-06,0.0008713473166613375,0.0005397169376325949,0.29966898738594805,0.2973430345159636,940.8728480048012,966.1224540031981,0.29966898738645315
153,100000000,100000000.0,190258,190625.21601812937,190213.73486545632,177174.5900468076,1958.1162029299685,1962.6847547148661,1958.1162029299685,0.003,0.003,189847.311515126,379694.623030252,569.541934545378,533.6264378256589,0.0,-27.837467402219772,569.541934545378,505.7889704234391,5.69541934545378e-06,5.107740046608591e-06,5.107740046631675e-06,0.0008770427197879733,0.0005448246646348299,0.29935124079705067,0.2684628168497475,943.3534910203889,967.9304849996697,0.29935124079937936
154,100000000,100000000.0,190258,190091.72486120032,189672.3515865742,185952.87939480157,1959.828986817146,1962.5227026433463,1959.828986817146,0.003,0.003,189838.25989039618,379676.5197857594,569.5147796860897,559.4740293999686,-1.4901161193847656e-08,-3.286573812365532,569.5147796711885,556.187455587603,5.6951477967118855e-06,5.614210920463659e-06,5.6142109205336775e-06,0.0008827378513673723,0.0005504388597955862,0.2993369681951767,0.29508292597957,939.0719619987067,963.3467320236377,0.29933696819561717
155,100000000,100000000.0,190258,190314.88650412802,189948.5760953954,185088.26790608093,1959.2431796751157,1962.1009090979858,1959.2431796751157,0.003,0.003,189891.79908411347,379783.59816822695,569.6753972523404,556.9008544448769,0.0,-8.743165165185928,569.6753972523404,548.157689279691,5.696753972523404e-06,5.533953106290547e-06,5.533953106226606e-06,0.0008884345891134815,0.0005559727975895313,0.29942138879583013,0.2908645752666312,941.9882420042995,966.2468859751243,0.2994213888008952
156,100000000,100000000.0,190258,189969.74301341115,189333.37521725547,189035.09591883738,1962.2161032892095,1962.1680859545559,1962.2161032892095,0.003,0.003,189620.66658477276,379241.3331745126,568.8619997692194,567.9281823212882,-1.4901161193847656e-08,-0.01885080337524414,568.8619997543183,567.909331517913,5.688619997543182e-06,5.728981696937157e-06,5.728981696912123e-06,0.0008941231929308456,0.000561701762876018,0.29899386707086967,0.30111527799101695,936.154469003668,960.4901450220495,0.2989938670765042
157,100000000,100000000.0,190258,189996.8590799692,189380.66178916628,185695.99506241613,1964.913068496916,1962.5019990790568,1964.913068496916,0.003,0.003,189640.95577768344,379281.9115553669,568.9228673330504,557.2056397427357,0.0,-5.17117166519165,568.9228673330504,552.034468077544,5.689228673330504e-06,5.564982182934678e-06,5.564982183005543e-06,0.0008998124054205235,0.0005672667295744105,0.29902585907025125,0.2924954635350467,949.7735160111915,974.1430419962853,0.29902585906755924
