bin,liquidity_usd,opt_capital_kept,user_demand_usd,OK_user_demand_usd_inflation,opt_user_kept,uni_user_kept,opt_price,uni_price,check_price,opt_fee,uni_fee,opt_lp_surplus,opt_protocol_objective,opt_total_income,uni_total_income,opt_il_usd,uni_il_usd,opt_net_income,uni_net_income,opt_lp_return_bin,uni_lp_return_bin,uni_lp_return_bin_check,opt_log_cum_return_bin,uni_log_cum_return_bin,opt_lp_return_year,uni_lp_return_year,opt_solve_time_ms,opt_total_sweep_time_ms,check_opt_return
581,100000000,100000000.0,190258,190056.13411890157,189774.62758127128,143313.12432157068,1967.3371198494578,1958.5480204932946,1967.3371198494578,0.003,0.003,189976.19446352124,379952.3889270425,569.9285833905637,428.5127673703986,0.0,-235.34462739527225,569.9285833905637,193.16813997512634,5.699285833905638e-06,1.9420164091941987e-06,1.9420164092355886e-06,0.0033146808327017127,0.001980780138215908,0.29955446343008035,0.10207238246724709,939.2636109841987,962.9974600102287,0.2995544634342313
582,100000000,100000000.0,190258,190708.49954932384,190408.21353290067,182339.86320641806,1962.6897942821408,1959.284378507231,1962.6897942821408,0.003,0.003,189958.42333169392,379916.84666338784,569.8752699950818,546.840250768687,0.0,-17.446736231446266,569.8752699950818,529.3935145372408,5.698752699950818e-06,5.328556529956893e-06,5.32855653002263e-06,0.0033203795691638394,0.0019861086805492167,0.29952644190941496,0.2800689312145343,944.172132993117,969.0164460043889,0.2995264419089198
583,100000000,100000000.0,190258,190984.6611008913,190730.84760850176,183716.26288914078,1955.2221247928737,1958.6820338739037,1955.2221247928737,0.003,0.003,190005.1522207245,380010.304441449,570.0154566621735,552.9876269923014,0.0,-15.171186208724976,570.0154566621735,537.8164407835765,5.700154566621735e-06,5.423634711016714e-06,5.4236347110904846e-06,0.003326079707484599,0.0019915323005524847,0.2996001240216384,0.28506624041103845,938.1010920042172,962.9210570128635,0.29960012402132746
584,100000000,100000000.0,190258,190418.66899300844,190279.01311354354,179389.6018822961,1953.5723728459686,1957.4999319451156,1953.5723728459686,0.003,0.003,190118.46195756044,380236.9239151209,570.3553858726814,540.1811764324185,0.0,-35.197028294205666,570.3553858726814,504.98414813821284,5.703553858726814e-06,5.094655772328357e-06,5.094655772394027e-06,0.003331783245078158,0.001996626943347134,0.29977879081468134,0.26777510739357846,949.6756629960146,973.8372449937742,0.29977879081313613
585,100000000,100000000.0,190258,190352.42301653238,189820.58270894797,179558.61425236496,1952.6033166420325,1956.3894101061799,1952.6033166420325,0.003,0.003,189726.42350815987,379452.84701631975,569.1792705244796,540.6096385823796,0.0,-31.81646817922592,569.1792705244796,508.7931704031537,5.691792705244796e-06,5.134330017356993e-06,5.134330017399989e-06,0.0033374750215851207,0.0020017612601838713,0.2991606245876665,0.26986038571228355,937.1769050194416,961.5422670030966,0.29916062457790377
586,100000000,100000000.0,190258,189065.39682496354,188642.7347420306,163854.92278346856,1964.9201178871058,1958.8566955607666,1964.9201178871058,0.003,0.003,189832.67181237237,379665.34362474474,569.4980154371171,490.6254078613884,0.0,-115.63454680144787,569.4980154371171,374.9908610599405,5.694980154371172e-06,3.772199895308124e-06,3.772199895290969e-06,0.00334316998552313,0.0020055334529644787,0.2993281569137488,0.198266826497395,946.8943120155018,971.2537379818968,0.2993281569118738
587,100000000,100000000.0,190258,190265.067288912,189798.07611985077,176684.77714128792,1964.847132034474,1960.3095646384963,1964.847132034474,0.003,0.003,189791.0261770631,379582.0523541262,569.3730785311893,529.5194863673861,0.0,-48.72433912754059,569.3730785311893,480.7951472398455,5.693730785311893e-06,4.836604000609382e-06,4.8366040006125654e-06,0.003348863700099201,0.0020103700452687827,0.2992624900759931,0.2542119062720291,949.5243470009882,974.3188559950795,0.29926249008060696
588,100000000,100000000.0,190258,189092.71391612242,188708.05914351082,127352.98049821143,1976.9555257027894,1965.10728822758,1976.9555257027894,0.003,0.003,189870.97479277407,379741.94958058104,569.612924363421,380.20024587462257,1.4901161193847656e-08,-439.4246130287647,569.6129243783222,-59.22436715414216,5.696129243783222e-06,-5.93938019071123e-07,-5.939380190960205e-07,0.003354559813120156,0.0020097761070733016,0.29938855305324613,-0.031217382282378227,933.7800799985416,958.3605120133143,0.29938855304739476
589,100000000,100000000.0,190258,190057.0745643994,189745.17714687268,140114.50900140672,1979.045532881292,1969.1785215637594,1979.045532881292,0.003,0.003,189945.77285425554,379891.54570354405,569.8373185478655,418.7259825122688,1.4901161193847656e-08,-310.1834643930197,569.8373185627667,108.54251811924911,5.698373185627667e-06,1.0879543034290615e-06,1.0879543034765242e-06,0.0033602581700700254,0.0020108640607850157,0.2995064946365901,0.05718287818823147,937.8082719922531,961.8990329909138,0.2995064946400881
590,100000000,100000000.0,190258,189819.34074488317,189428.68682955918,138547.70810382767,1983.6189690542833,1973.503386263671,1983.6189690542833,0.003,0.003,189866.44330576173,379732.88661649055,569.5993299321864,413.9844613929534,-1.4901161193847656e-08,-338.9088951945305,569.5993299172852,75.0755661984229,5.695993299172852e-06,7.516335036696038e-07,7.516335037094424e-07,0.0033659541471471655,0.002011615694006199,0.2993814078045251,0.039505856952874376,945.2771400101483,969.1385089827236,0.2993814078130603
591,100000000,100000000.0,190258,189961.49948708224,189675.42017233468,141230.019327707,1986.7150913914204,1977.161135851998,1986.7150913914204,0.003,0.003,189971.47415969972,379942.94831939944,569.9144224790991,422.11720192005725,0.0,-264.70371121168137,569.9144224790991,157.4134907083759,5.699144224790991e-06,1.5747422169293018e-06,1.5747422169719862e-06,0.0033716532751318735,0.0020131904349831413,0.29954702045501447,0.0827684509218041,940.0404740008526,964.1199219913688,0.2995470204566717
592,100000000,100000000.0,190258,189714.991211344,189309.81642696814,134390.83588221323,1992.401535822052,1981.9216363096689,1992.401535822052,0.003,0.003,189851.66551038707,379703.33102077415,569.5549965311612,401.48423175765254,0.0,-388.48409923911095,569.5549965311612,13.00013251854159,5.695549965311612e-06,1.2986497565333887e-07,1.2986497562821431e-07,0.003377348808877503,0.002013320299950371,0.2993581061767783,0.006825703120339492,950.1635420019738,974.0547139954288,0.2993581061710596
593,100000000,100000000.0,190258,189538.3728797202,189020.7617148847,125775.7083299872,1999.9661580032,1987.2965717859067,1999.9661580032,0.003,0.003,189738.42360233946,379476.8472046789,569.2152708070184,375.3255835804322,0.0,-522.0747835338116,569.2152708070184,-146.7491999533794,5.692152708070185e-06,-1.4631677018751083e-06,-1.463167701907773e-06,0.003383040945385333,0.0020118571311780525,0.2991795463361689,-0.07690409441055569,939.7588159772567,964.1036250104662,0.29917954633373023
594,100000000,100000000.0,190258,190156.12072482015,189591.2390315494,141092.92219764006,2001.0376728289386,1991.498247968648,2001.0376728289386,0.003,0.003,189692.81566205368,379385.6313241073,569.078446986161,421.7162397172549,0.0,-307.8482667952776,569.078446986161,113.8679729219773,5.69078446986161e-06,1.135020993351638e-06,1.135020993384812e-06,0.003388731713662761,0.0020129921515273314,0.2991076317359262,0.059656703410562104,941.5973499999382,965.6820739910472,0.29910763173494337
595,100000000,100000000.0,190258,190496.02769442022,190336.80957611918,173467.21810078443,1998.5373457120102,1993.8202495793923,1998.5373457120102,0.003,0.003,190098.9808222011,380197.9616493692,570.2969424815044,519.7752921068569,-1.4901161193847656e-08,-85.2669553309679,570.2969424666032,434.508336775889,5.7029694246660325e-06,4.33383115985485e-06,4.3338311599203445e-06,0.0033944346668255965,0.002017325973296254,0.2997480729604467,0.22778616576197094,946.0250330157578,970.3276020009071,0.29974807296352385
596,100000000,100000000.0,190258,189744.7670479416,189364.5531771808,157604.32163900408,2003.943108609701,1996.5191017446407,2003.943108609701,0.003,0.003,189876.75770410613,379753.51540821226,569.6302731123184,471.64661428334364,0.0,-147.96016304194927,569.6302731123184,323.68645124139437,5.696302731123184e-06,3.224102677899872e-06,3.2241026778996693e-06,0.0034001309533327876,0.0020205500707767914,0.29939767154783453,0.16945883675041729,942.926827003248,967.3131959862076,0.2993976715433121
597,100000000,100000000.0,190258,190371.05666432853,190024.4298530279,175316.22274480225,2002.753016337623,1997.8289431587716,2002.753016337623,0.003,0.003,189911.5790417935,379823.158083587,569.7347371253805,525.3578017031944,0.0,-45.17880429327488,569.7347371253805,480.1789974099195,5.6973473712538054e-06,4.784266025735548e-06,4.784266025759505e-06,0.00340582828447418,0.0020253343253580198,0.29945257783310003,0.25146102231266043,973.1910799746402,997.3297260003164,0.299452577834487
598,100000000,100000000.0,190258,191668.42589587395,191513.68058125267,156587.25704187457,1988.0154052570333,1995.6068026374116,1988.0154052570333,0.003,0.003,190104.3934060521,380208.7868121043,570.3131802181564,472.35751384353705,0.0,-122.52552706003189,570.3131802181564,349.83198678350516,5.703131802181564e-06,3.498423935710154e-06,3.498423935724453e-06,0.0034115314000135338,0.002028832743174204,0.299756607522663,0.1838771620609257,937.6532770111226,961.607001023367,0.29975660752526523
599,100000000,100000000.0,190258,189837.45458183685,189398.49220956935,184837.90572603117,1992.4194401286568,1995.104602002212,1992.4194401286568,0.003,0.003,189818.06519784607,379636.13039569213,569.4541955935382,556.1440303160939,0.0,-9.688794419169426,569.4541955935382,546.4552358969245,5.694541955935382e-06,5.4586610580728405e-06,5.458661058088527e-06,0.003417225925755672,0.002034291389333823,0.2993051252039637,0.2869072252123085,953.1659870117437,977.769945980981,0.29930512520931957
600,100000000,100000000.0,190258,190795.77287827665,190414.10331962013,164631.8764597376,1986.8036493755988,1993.222612314534,1986.8036493755988,0.003,0.003,189877.40620698553,379754.81241397106,569.6322186209566,496.3081983281393,0.0,-88.09703409671783,569.6322186209566,408.2111642314215,5.696322186209566e-06,4.0834393558396725e-06,4.08343935588616e-06,0.0034229222317178564,0.0020383748203523693,0.2993986941071748,0.2146255725429332,946.4479589951225,971.0924999963026,0.2993986941114664
601,100000000,100000000.0,190258,189868.17751880386,189479.34100964924,187153.45253391657,1990.882799122388,1992.8223210875592,1990.882799122388,0.003,0.003,189868.3651671259,379736.7303292848,569.6050954864766,562.8911506935182,1.4901161193847656e-08,-5.702288165688515,569.6050955013777,557.1888625278297,5.6960509550137775e-06,5.567971488320282e-06,5.567971488365726e-06,0.0034286182664503262,0.002043942776339592,0.2993844381955241,0.292652581426114,960.3222550067585,984.598184004426,0.29938443818997146
602,100000000,100000000.0,190258,191553.174673194,191308.16610944507,131774.47095901598,1977.4215710163014,1988.1968936691599,1977.4215710163014,0.003,0.003,190014.64804615598,380029.29609231197,570.043944138468,398.21861815426956,0.0,-383.4551189392805,570.043944138468,14.763499214989054,5.70043944138468e-06,1.4803058674875427e-07,1.4803058675132309e-07,0.0034343186896442527,0.002044090806915313,0.29961509703917877,0.007780487639514524,955.3054879943375,979.781728994567,0.29961509704535005
603,100000000,100000000.0,190258,190512.3874391994,190174.75113164383,139105.95348382904,1974.7811589337587,1984.3991261443111,1974.7811589337587,0.003,0.003,189920.81453155685,379841.6290631137,569.7624435946706,420.1322406178251,0.0,-278.20674581825733,569.7624435946706,141.9254947995678,5.697624435946706e-06,1.42400583496171e-06,1.424005835015997e-06,0.003440016297848882,0.0020455148117364446,0.29946714035335886,0.07484574668558748,936.5137800050434,960.6691370136105,0.2994671403572559
604,100000000,100000000.0,190258,191011.06961083098,190680.40544051008,126611.86378197839,1966.9954966584544,1979.1178514244755,1966.9954966584544,0.003,0.003,189928.6394878313,379857.2789756626,569.7859184634939,382.9096870206385,0.0,-496.867928147316,569.7859184634939,-113.95824112667748,5.697859184634939e-06,-1.1456483783143554e-06,-1.1456483782470323e-06,0.0034457141408008388,0.0020443691627019134,0.29947947874441233,-0.06021527876420252,955.2840949909296,983.6049459991045,0.29947947875003816
605,100000000,100000000.0,190258,190282.32978193628,189895.9742590249,144722.18603174575,1966.7439936862227,1975.564353358994,1966.7439936862227,0.003,0.003,189871.6938770809,379743.3877541618,569.6150816312427,436.92811086048647,0.0,-241.27032880485058,569.6150816312427,195.6577820556359,5.6961508163124265e-06,1.967120259185427e-06,1.96712025925834e-06,0.003451410275394192,0.0020463362810262623,0.29938968690538115,0.10339184082278605,948.4866509737913,973.2935849751811,0.2993896869089842
606,100000000,100000000.0,190258,190158.57362722303,189698.51406940684,169034.57449154078,1967.7723260813555,1973.7532532857047,1967.7723260813555,0.003,0.003,189797.6998952959,379595.3997905918,569.3930996858877,509.50920801950457,0.0,-80.566426679492,569.3930996858877,428.9427813400126,5.693930996858877e-06,4.3114070282337874e-06,4.311407028274431e-06,0.003457104190180748,0.002050647678760453,0.29927301319490257,0.22660755340396785,946.1312330095097,971.9507270201575,0.29927301319992544
607,100000000,100000000.0,190258,189638.0729563407,189292.3857456452,189547.13255171382,1974.2049757159202,1973.57458090762,1974.2049757159202,0.003,0.003,189911.18273747884,379822.3654749577,569.7335482124365,569.3436907417821,0.0,0.689088836312294,569.7335482124365,570.0327795780944,5.697335482124365e-06,5.720176377495143e-06,5.720176377458013e-06,0.0034628015094330515,0.0020563678387777616,0.2994519529404566,0.30065247040114473,944.014470995171,968.2649629830848,0.29945195293085575
608,100000000,100000000.0,190258,189951.83415814256,189347.55938354513,183668.6527621122,1977.3870146315644,1974.470777858575,1977.3870146315644,0.003,0.003,189652.75125559384,379305.50250622066,568.9582537518804,550.9082203373654,1.4901161193847656e-08,-18.787814661860466,568.9582537667816,532.1204056755049,5.689582537667816e-06,5.335401475508579e-06,5.335401475493296e-06,0.0034684910757852095,0.0020617032260200722,0.2990444581798204,0.2804287015527309,954.1935109882616,978.8568950025365,0.29904445818207265
609,100000000,100000000.0,190258,189754.04439286783,189407.1380293714,167473.046753192,1982.6386300934762,1976.2019727726763,1982.6386300934762,0.003,0.003,189910.17231012232,379820.3446202447,569.730516930367,501.4486474578008,0.0,-79.8286824375391,569.730516930367,421.6199650202617,5.69730516930367e-06,4.221815907268278e-06,4.2218159072340345e-06,0.0034741883647248224,0.0020659250330155453,0.2994503596986009,0.22189864408602072,947.0007060153875,971.3517339841928,0.2994503596960187
610,100000000,100000000.0,190258,190159.67786803577,189908.93710187628,168079.79892974297,1983.663754132447,1977.6764217973205,1983.663754132447,0.003,0.003,190007.12958823438,380014.25917646877,570.0213887647031,503.36869915334006,0.0,-62.39298997819424,570.0213887647031,440.9757091751458,5.700213887647032e-06,4.414469431157498e-06,4.414469431107016e-06,0.0034798885623662365,0.002070339492702917,0.299603241934728,0.23202451330163806,939.9999820161611,964.5339949929621,0.29960324192923304
611,100000000,100000000.0,190258,190535.03952795066,190157.4502617587,185592.3287029092,1980.7794905795636,1978.201125950377,1980.7794905795636,0.003,0.003,189880.95975173317,379761.91950346634,569.6428792551995,556.865948241243,0.0,-9.112349778413773,569.6428792551995,547.7535984628292,5.696428792551996e-06,5.487360527587578e-06,5.487360527624507e-06,0.003485584974934093,0.0020758268381749325,0.2994042973365329,0.28841566933000307,941.2257059884723,965.756543999305,0.29940429734040497
612,100000000,100000000.0,190258,189907.48719965667,189699.63975931233,173121.90525451477,1984.4354210346687,1979.4181851275098,1984.4354210346687,0.003,0.003,190049.76893503172,380099.53787006345,570.1493068050952,518.7112746004751,0.0,-42.863569900393486,570.1493068050952,475.84770470008164,5.701493068050952e-06,4.762587699755868e-06,4.762587699691747e-06,0.003491286451748754,0.002080589414533617,0.29967047565675803,0.25032160949916843,954.6743809769396,979.2490110266954,0.29967047565615174
613,100000000,100000000.0,190258,189366.2696866083,189157.33403835414,136618.1813108038,1993.7801751074683,1983.6059232602722,1993.7801751074683,0.003,0.003,190048.0804687586,380096.1609375172,570.1442414062758,408.2268075402601,0.0,-325.38471123576164,570.1442414062758,82.84209630449845,5.701442414062758e-06,8.271825765551347e-07,8.271825764995636e-07,0.0034969878779095563,0.0020814165967681588,0.2996678132831385,0.04347671622373788,953.8992799934931,977.6687669800594,0.29966781328378916
614,100000000,100000000.0,190258,190791.21685917844,190555.5978768368,182323.5514776546,1988.208025506642,1984.6192458931916,1988.208025506642,0.003,0.003,190023.0395176449,380046.0790352898,570.0691185529347,546.7532097315658,0.0,-25.781964018940926,570.0691185529347,520.9712457126249,5.700691185529347e-06,5.209218175069029e-06,5.2092181750036e-06,0.0035026885528462288,0.0020866258013752686,0.2996283287114225,0.2737965072816282,936.0719920077827,960.4826839931775,0.2996283287147999
615,100000000,100000000.0,190258,190264.2205237344,190115.16927177113,184940.27197330192,1988.1430227689882,1985.4210025001892,1988.1430227689882,0.003,0.003,190108.9536211382,380217.9072422764,570.3268608634146,554.8010858126282,0.0,-15.425556004047394,570.3268608634146,539.3755298085808,5.703268608634146e-06,5.393303704490318e-06,5.393303704512371e-06,0.0035083918051913685,0.0020920190905359846,0.29976379806981074,0.2834720427080111,931.3180650060531,956.0654509987216,0.29976379806801084
616,100000000,100000000.0,190258,188769.41398645865,188425.81184875238,121509.83540841356,2003.8209964094956,1990.8028230996886,2003.8209964094956,0.003,0.003,189911.68830609176,379823.3766121835,569.7350649182753,362.56331764666044,0.0,-533.4308081418276,569.7350649182753,-170.86749049516715,5.697350649182752e-06,-1.7018080289918979e-06,-1.701808029042141e-06,0.0035140891396107867,0.0020903172810589656,0.29945275012104544,-0.08944703000381415,940.8770820009522,964.6184060256928,0.29945275012392997
617,100000000,100000000.0,190258,190800.86961869127,190381.51153585644,170546.70868709584,1998.1196935673213,1992.5262728121836,1998.1196935673213,0.003,0.003,189839.83508134194,379679.6701626839,569.5195052440258,510.87345417625943,0.0,-69.36932973563671,569.5195052440258,441.5041244406227,5.6951950524402585e-06,4.4035904203915436e-06,4.403590420462167e-06,0.0035197843184456715,0.0020947208617834996,0.29933945195626,0.23145271249577953,937.118809990352,961.4422550075687,0.29933945195807216
618,100000000,100000000.0,190258,189965.88978609562,189464.41449849648,163604.52656729502,2001.1921986983832,1994.4573925755549,2001.1921986983832,0.003,0.003,189755.75359970203,379511.507194437,569.267260784205,489.8008329803689,1.4901161193847656e-08,-92.75538817048073,569.2672607991061,397.0454448098882,5.692672607991061e-06,3.957092591363628e-06,3.957092591428038e-06,0.003525476974850443,0.0020986779465456073,0.29920687227601017,0.2079847866020723,936.1474399920553,960.0008149864152,0.29920687227115633
619,100000000,100000000.0,190258,190550.30419702723,190284.93848610457,183614.31101133814,1998.1223695464296,1995.0887941451822,1998.1223695464296,0.003,0.003,189993.04136012023,379986.08272024046,569.9791240803607,550.7707183188912,0.0,-12.842340603470802,569.9791240803607,537.9283777154204,5.699791240803608e-06,5.365281649540132e-06,5.365281649563201e-06,0.0035311767498474598,0.0021040432138021625,0.29958102761663763,0.2819992034998293,942.670321004698,967.1959379920736,0.2995810276107788
620,100000000,100000000.0,190258,189605.89870254227,189348.8979765122,157747.22108787592,2004.994403584277,1997.5857981387853,2004.994403584277,0.003,0.003,190000.11538529326,380000.2307705865,570.0003461558798,472.07418962772743,0.0,-134.8915018439293,570.0003461558798,337.18268778379814,5.700003461558798e-06,3.357254464137169e-06,3.3572544641909712e-06,0.0035368767370639524,0.0021074004626308054,0.29959218193953047,0.1764572946350496,955.1754810090642,979.1642810159829,0.29959218193852905
621,100000000,100000000.0,190258,189686.37614177354,189250.6251416616,141680.24762793473,2011.0364961162293,2001.3238445091185,2011.0364961162293,0.003,0.003,189820.93585514367,379641.87171028735,569.462807565431,423.4933286847399,0.0,-270.3492873907089,569.462807565431,153.14404129403096,5.69462807565431e-06,1.522518374117626e-06,1.5225183741751787e-06,0.003542571348925378,0.0021089229798458174,0.2993096516563905,0.08002356574362242,956.2210190051701,980.6216229917482,0.2993096516566515
622,100000000,100000000.0,190258,190780.4826128804,190604.1895187257,183022.08006576516,2005.5289536847495,2002.205107074301,2005.5289536847495,0.003,0.003,190082.18971244697,380164.3794248939,570.2465691373409,548.9220096140386,0.0,-20.261836796998978,570.2465691373409,528.6601728170397,5.702465691373409e-06,5.26301869480386e-06,5.26301869483424e-06,0.0035482737983578085,0.00211418598469104,0.2997215967385864,0.2766242625988909,945.3985890140757,970.2269779809285,0.2997215967330694
623,100000000,100000000.0,190258,189181.51731192146,188742.83752509076,139779.2072112312,2016.9408359328565,2006.6459135082534,2016.9408359328565,0.003,0.003,189816.8240277992,379633.64806056547,569.4504720982987,417.66154987992024,-1.4901161193847656e-08,-346.0427198410034,569.4504720833976,71.61883003891683,5.6945047208339756e-06,7.109652505966213e-07,7.109652506083393e-07,0.003553968286865055,0.002114896949688976,0.2993031681270338,0.037368333571358416,964.2533689911943,992.022442020243,0.2993031681365848
624,100000000,100000000.0,190258,191054.9008934801,190730.38682156245,188890.84625035038,2008.5280606167837,2007.1224867385888,2008.5280606167837,0.003,0.003,189934.83949479356,379869.6789895871,569.8045184843807,567.0896878673312,0.0,-4.655845120549202,569.8045184843807,562.433842746782,5.6980451848438065e-06,5.59501545330796e-06,5.595015453324091e-06,0.003559666315816056,0.0021204919494903214,0.29948925491539047,0.2940740122258664,967.4967030005064,992.0272630115505,0.29948925491105316
625,100000000,100000000.0,190258,189723.53767618712,189325.58205248258,171202.6796895545,2014.1862018673057,2008.574761681421,2014.1862018673057,0.003,0.003,189858.92331198248,379717.84662396496,569.5767699359475,512.8382518501526,0.0,-56.554845079779625,569.5767699359475,456.28340677037295,5.695767699359474e-06,4.532633360744165e-06,4.532633360683529e-06,0.003565362067294498,0.002125024572578613,0.29936955027833395,0.23823520944071333,984.3905080051627,1009.7269400139339,0.29936955027683976
626,100000000,100000000.0,190258,191260.54602217342,191076.70925330056,178349.26502643334,2003.628277577136,2007.9550957719455,2003.628277577136,0.003,0.003,190075.12686333046,380150.25372666086,570.2253805899913,537.0559491184654,0.0,-18.52178519964218,570.2253805899913,518.5341639188232,5.702253805899914e-06,5.164551909432464e-06,5.1645519094648165e-06,0.0035710643048425168,0.0021301891111518254,0.2997104600380995,0.27144884835977034,960.9037180198357,985.7906909892336,0.29971046003526447
627,100000000,100000000.0,190258,191561.42937827052,190908.38151317407,122088.50357386992,1989.9951157835342,2002.7518061992944,1989.9951157835342,0.003,0.003,189609.39562242632,379218.7912498197,568.8281868821801,369.3157044780965,-1.4901161193847656e-08,-500.35763105750084,568.828186867279,-131.04192657940433,5.68828186867279e-06,-1.3096092664093258e-06,-1.3096092663921657e-06,0.003576752570532946,0.002128879501027922,0.2989760950174418,-0.06883306304247416,944.202585000312,968.3221850136761,0.29897609501867295
628,100000000,100000000.0,190258,190056.29080840352,189740.02570746755,157678.7910834141,1992.1071232544698,1999.5558593790809,1992.1071232544698,0.003,0.003,189941.3992428352,379882.7984856704,569.8241977285056,475.68976773325073,0.0,-182.16183598339558,569.8241977285056,293.52793174985516,5.698241977285056e-06,2.9319179272743923e-06,2.9319179272740484e-06,0.0035824507962754076,0.0021318114146571883,0.29949959832610257,0.15410160625754207,939.9400330148637,963.9078329782933,0.299499598323977
629,100000000,100000000.0,190258,190590.4776997717,190401.2869110338,152627.84115500795,1988.6319696054936,1996.2564229030638,1988.6319696054936,0.003,0.003,190069.13924229165,380138.27848955034,570.2074177417761,460.50361290496346,-1.4901161193847656e-08,-193.19260594248772,570.207417726875,267.31100696247574,5.70207417726875e-06,2.672367650310066e-06,2.6723676503178366e-06,0.003588152854195916,0.0021344837787367005,0.2997010187572455,0.14045964370029707,953.9463859982789,978.5654900188092,0.2997010187570572
630,100000000,100000000.0,190258,190839.12764072008,190498.33338687167,142522.9864147001,1982.5763508283367,1992.1115206892619,1982.5763508283367,0.003,0.003,189918.24350482906,379836.4870096581,569.7547305144872,430.4464643698894,0.0,-304.17266070842743,569.7547305144872,126.27380366146195,5.6975473051448715e-06,1.2643052511755306e-06,1.2643052512233103e-06,0.0035938503852700164,0.002135748083188626,0.2994630863584144,0.0664518840017859,945.5972049909178,970.0312940112781,0.29946308636269575
631,100000000,100000000.0,190258,190264.7075368267,189592.32831782245,161315.26532068886,1982.5064576565705,1989.44496043139,1982.5064576565705,0.003,0.003,189585.64448485777,379171.28896971553,568.7569334545733,486.50076026634065,0.0,-140.23418052494526,568.7569334545733,346.2665797413954,5.687569334545733e-06,3.467019978009226e-06,3.4670199780673453e-06,0.003599537938430467,0.0021392150971565244,0.2989386442237237,0.18222657004416493,952.3812609841116,976.6949850018136,0.2989386442216873
632,100000000,100000000.0,190258,189956.2854638328,189259.2577519427,182599.1892950273,1985.6553453854485,1988.9324436903194,1985.6553453854485,0.003,0.003,189559.86517342675,379119.7303468535,568.6795955202803,549.5551620654686,0.0,-11.928223296999931,568.6795955202803,537.6269387684687,5.686795955202803e-06,5.3787470259643865e-06,5.3787470260315486e-06,0.0036052247182159548,0.0021445938297171134,0.2988979954054593,0.28270694368468813,958.7043369829189,983.201092982199,0.2988979954105854
633,100000000,100000000.0,190258,189101.00182288446,188599.1102476651,164064.02260064468,1997.8044064313679,1991.352791907113,1997.8044064313679,0.003,0.003,189753.03764444613,379506.07528889226,569.2591129333384,491.2250319982612,0.0,-116.21479579806328,569.2591129333384,375.01023620019794,5.692591129333384e-06,3.740377252527486e-06,3.7403772525621214e-06,0.0036109172931425887,0.0021483341999745122,0.2992025897577627,0.19659422839284466,963.2779950043187,987.2069699922577,0.2992025897608638
634,100000000,100000000.0,190258,190474.3234154074,190298.74621052574,180932.71217794818,1995.5354818605078,1991.7710161909065,1995.5354818605078,0.003,0.003,190082.62219974122,380165.24439948244,570.2478665992237,542.5478306429445,0.0,-9.940903276205063,570.2478665992237,532.6069273667395,5.702478665992237e-06,5.315260528677299e-06,5.315260528660585e-06,0.0036166197555494556,0.0021536494463771693,0.299722278684552,0.27937009338727886,945.6568250025157,970.4035820032004,0.29972227868535517
635,100000000,100000000.0,190258,189777.36035749762,189508.38175919984,161726.6962003902,2000.5894749121312,1993.8110991461588,2000.5894749121312,0.003,0.003,189988.34017303993,379976.68034607987,569.9650205191198,484.13904827860483,0.0,-99.35031127929688,569.9650205191198,384.78873699930796,5.699650205191198e-06,3.835196851058409e-06,3.835196851055687e-06,0.0036223193895116488,0.0021574846358738083,0.29957361478484934,0.20157794649162997,960.0306539796293,983.8123270019423,0.29957361477878097
636,100000000,100000000.0,190258,189929.40493900515,189633.76489455908,157138.66649190665,2004.05067577645,1996.5177246426588,2004.05067577645,0.003,0.003,189961.84847151875,379923.6969430375,569.8855454145563,470.23534661051156,0.0,-150.33453768491745,569.8855454145563,319.9008089255941,5.698855454145563e-06,3.185684939221215e-06,3.1856849392690443e-06,0.0036280182287274395,0.0021606703157387025,0.2995318426698908,0.16743960040546704,938.556047010934,962.6232779992279,0.29953184267152544
637,100000000,100000000.0,190258,189164.0757304957,188445.3445294018,121000.58816593162,2015.639978148385,2002.1636279543288,2015.639978148385,0.003,0.003,189535.11242037022,379070.22484074044,568.6053372611107,360.9480048501185,0.0,-575.8711165338755,568.6053372611107,-214.92311168375699,5.686053372611107e-06,-2.134090955982216e-06,-2.134090955916808e-06,0.003633704265934488,0.002158536222505575,0.2988589652644398,-0.11216782064642528,957.3254889983218,981.9986220099963,0.29885896526498795
638,100000000,100000000.0,190258,190266.29103101807,189672.6369095593,141109.62113610603,2015.5521447571437,2005.9213843327777,2015.5521447571437,0.003,0.003,189664.37174757302,379328.74349514605,568.9931152427191,421.80935543220505,0.0,-269.1892204284668,568.9931152427191,152.62013500373826,5.689931152427191e-06,1.515486458273901e-06,1.5154864583290165e-06,0.003639394180899355,0.0021600517078155523,0.29906278137157316,0.07965396824687623,939.8577829997521,964.186389988754,0.29906278137345316
639,100000000,100000000.0,190258,189266.47260472988,188996.65836185715,117511.23751816753,2026.111200149357,2011.7392073207593,2026.111200149357,0.003,0.003,189986.77225683976,379973.5445136795,569.9603167705193,350.42040784289645,0.0,-624.792795047164,569.9603167705193,-274.3723872042675,5.699603167705193e-06,-2.7173222919406317e-06,-2.7173222919042495e-06,0.0036450937678243313,0.002157334381831669,0.29957114249458494,-0.1428224596643996,948.903529002564,973.6057459958829,0.29957114249811173
