bin_start_ts,start_block,end_block,num_swaps,total_eth,total_usdc,vwap
1708275000,19255977,19256025,70,282.08650067750375,790735.686588,2803.1674138565427
1708275600,19256027,19256074,77,791.0526374581477,2225441.855035,2813.266462502303
1708276200,19256075,19256122,59,295.2375498913601,831816.9548530001,2817.4497287322956
1708276800,19256125,19256174,83,140.52003478220698,396081.847849,2818.685950817548
1708277400,19256175,19256223,70,321.60035465397067,906518.5063920001,2818.773341737693
1708278000,19256224,19256271,85,280.66794968617916,790114.9427750001,2815.1235068287797
1708278600,19256272,19256320,57,248.01497557830362,697679.157745,2813.052542969236
1708279200,19256322,19256368,74,425.3497763908649,1196691.203905,2813.428548285704
1708279800,19256371,19256419,64,584.964858841813,1644704.78054,2811.6300589344687
1708280400,19256420,19256468,81,499.28644371767297,1405807.4411300002,2815.633107645377
1708281000,19256469,19256518,64,412.86680071943465,1164089.071128,2819.5269493685
1708281600,19256519,19256567,77,669.3330523312814,1886892.7724320001,2819.064090530071
1708282200,19256568,19256615,78,468.62305119759196,1326055.190216,2829.6840858066907
1708282800,19256616,19256665,58,1039.8940308007388,2949471.6557409996,2836.319440616318
1708283400,19256666,19256714,81,346.0832913805757,978468.127398,2827.2619677614334
1708284000,19256715,19256764,60,497.67953304224125,1410513.525443,2834.1802943366783
1708284600,19256766,19256814,77,474.65621377508774,1348752.47224,2841.5354799907795
1708285200,19256815,19256864,74,464.07564223176155,1317236.88391,2838.409871234237
1708285800,19256866,19256912,61,506.5351911246636,1436220.0158389998,2835.380524401771
1708286400,19256913,19256960,78,1249.6127421301017,3524896.714973,2820.791270873589
1708287000,19256962,19257009,67,375.48276619018196,1060907.8767890001,2825.45025315929
1708287600,19257012,19257059,63,547.3292069779834,1544328.7142269998,2821.5719068855046
1708288200,19257061,19257108,58,158.31423758339537,447321.78419599996,2825.530988394924
1708288800,19257111,19257157,52,253.13909954691337,715592.4961130001,2826.8746210831087
1708289400,19257158,19257206,51,191.41018065523141,541106.729517,2826.94853358737
1708290000,19257207,19257255,53,167.011781918572,472053.92398899986,2826.4707948517894
1708290600,19257258,19257305,64,221.2680676921394,625612.421569,2827.395873675924
1708291200,19257306,19257355,63,169.431398437164,478820.402601,2826.0429118666407
1708291800,19257356,19257403,76,299.76813203334586,848602.1631659999,2830.8618311422188
1708292400,19257404,19257451,109,856.9423186539719,2435459.91189,2842.0348241354895
1708293000,19257452,19257500,94,279.50711100213545,795389.2429960001,2845.6851782562458
1708293600,19257502,19257550,83,533.9862791519847,1521789.349867,2849.866015815481
1708294200,19257551,19257600,149,1515.1748102547308,4349277.04582,2870.478717296521
1708294800,19257602,19257650,104,571.1146483545999,1645522.4156420003,2881.247084771516
1708295400,19257651,19257699,128,1617.9870603978975,4680253.738379,2892.6397824393143
1708296000,19257700,19257747,116,1874.7744087245742,5409429.280816,2885.376104795501
1708296600,19257750,19257796,78,743.1387985055854,2145254.742529,2886.748406681227
1708297200,19257797,19257846,105,753.6595175710064,2174949.368825,2885.8513932587416
1708297800,19257847,19257895,93,299.9065045745863,866034.6975720001,2887.6822755160306
1708298400,19257896,19257944,80,784.3521129659479,2262851.268139,2884.994163631762
1708299000,19257947,19257994,96,539.5099940679883,1549295.982369,2871.672442408472
1708299600,19257996,19258044,89,480.9244768640948,1378411.898048,2866.1712272081495
1708300200,19258045,19258093,67,293.08321307082974,842583.572088,2874.895369337895
1708300800,19258094,19258139,78,673.5335125159361,1941872.521438,2883.1119541242642
1708301400,19258142,19258188,74,348.64952491524696,1004470.2764079999,2881.0315363320115
1708302000,19258189,19258237,67,240.98073342523222,693917.142944,2879.5544485273044
1708302600,19258239,19258288,100,1875.8760791063958,5383234.672282999,2869.7176387298414
1708303200,19258289,19258337,86,444.63188016136667,1279690.428992,2878.089687423161
1708303800,19258339,19258387,75,939.023975993436,2699252.191823,2874.5295762734268
1708304400,19258388,19258437,86,380.7901037382105,1092313.5699449999,2868.5450572947525
1708305000,19258438,19258487,74,191.15546346086592,548236.428886,2868.013390568023
1708305600,19258489,19258536,54,148.72699984024,426511.986419,2867.750891748989
1708306200,19258537,19258586,81,321.4282775314146,920514.4541619999,2863.8253648110785
1708306800,19258587,19258633,64,140.27240296250713,402063.10030199995,2866.3022220376865
1708307400,19258635,19258684,66,108.04176462070812,309861.877339,2867.982380950574
1708308000,19258686,19258733,68,156.20148096086746,448035.62085700006,2868.318649099394
1708308600,19258734,19258782,66,286.2105525914593,823280.4836109999,2876.485427098005
1708309200,19258784,19258832,76,1004.831057739224,2900542.120706,2886.5968048718046
1708309800,19258833,19258882,76,625.5817177932589,1805377.827784,2885.918460265231
1708310400,19258883,19258930,75,169.98169516310722,490367.37007700006,2884.8245665891513
1708311000,19258932,19258978,79,200.52054597799878,578292.140902,2883.954549801847
1708311600,19258981,19259029,72,206.82086769351335,596459.700157,2883.9435150271693
1708312200,19259031,19259077,67,322.6206221957552,930939.984731,2885.5563491106823
1708312800,19259078,19259126,54,192.43910109543359,554382.69497,2880.8214745041487
1708313400,19259127,19259175,61,188.30091342748372,542253.476331,2879.7177159728776
1708314000,19259176,19259223,67,130.48680064226565,376009.400681,2881.589546454155
1708314600,19259225,19259273,62,876.75592965642,2523564.3149719993,2878.297402517625
1708315200,19259275,19259322,50,655.814829134404,1890378.7918279998,2882.488635279977
1708315800,19259324,19259370,66,213.71152784050668,616156.847269,2883.1240574389562
1708316400,19259372,19259419,79,964.8874307848537,2789695.12617,2891.213044303853
1708317000,19259421,19259467,73,1147.9426901028774,3324510.8648329997,2896.059963180793
1708317600,19259473,19259519,64,493.7279002440607,1428559.021928,2893.4136013416123
1708318200,19259520,19259568,59,392.94026732125474,1137563.777227,2895.004334836893
